age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y
50,4,1,2,0,553,1,0,7,7,21.2,3,-1,0,1,1
30,0,2,1,0,92,1,0,7,7,6.68,2,-1,0,1,0
40,1,0,0,0,1805,0,0,7,7,12.63,1,-1,0,1,0
30,6,1,1,0,1523,0,1,7,7,5.27,2,-1,0,1,0
40,1,0,1,0,3407,0,0,7,7,4.62,2,-1,0,1,0
40,1,1,0,0,254,1,0,7,7,1.78,3,-1,0,1,0
40,10,1,0,0,11,0,0,7,7,1.85,3,-1,0,1,0
20,4,2,1,0,1609,1,0,7,7,6,3,-1,0,1,0
40,4,1,2,0,1447,1,1,7,7,7.68,2,-1,0,1,0
40,9,0,2,0,27,0,0,7,7,6.87,4,-1,0,1,0
40,0,1,1,0,125,0,0,7,7,4.07,4,-1,0,1,0
40,11,0,0,0,0,0,0,7,7,4,1,-1,0,1,0
40,4,1,0,0,1797,0,0,7,7,1.03,4,-1,0,1,0
40,1,1,0,0,2,0,1,7,7,0.77,2,-1,0,1,0
40,0,1,1,0,1395,1,1,7,7,2.03,2,-1,0,1,0
30,9,0,1,0,522,0,1,7,7,9.32,4,-1,0,1,0
30,2,0,2,0,776,0,1,7,7,12.03,3,-1,0,1,1
20,1,1,0,0,0,0,0,7,7,1.07,1,-1,0,1,0
40,9,1,1,0,879,0,0,7,7,10.35,2,-1,0,1,1
20,7,2,1,0,266,0,1,7,7,3.87,1,-1,0,1,0
40,7,1,0,0,29,0,0,7,7,4.32,8,-1,0,1,0
30,6,1,1,0,1633,0,0,7,7,10.48,2,-1,0,1,1
40,4,1,2,0,666,1,0,7,7,5.28,6,-1,0,1,0
30,7,1,1,0,-134,1,1,7,7,1.02,1,-1,0,1,0
30,6,1,1,0,0,1,0,7,7,2.1,4,-1,0,1,0
50,11,1,0,0,1247,0,0,7,7,1.1,8,-1,0,1,0
40,10,1,1,0,926,0,0,7,7,6.42,5,-1,0,1,1
40,9,1,1,0,-796,0,0,7,7,3.17,4,-1,0,1,0
50,5,1,2,0,493,0,0,7,7,1.02,6,-1,0,1,0
30,7,1,1,0,343,1,1,7,7,1.23,7,-1,0,1,0
40,9,1,1,0,268,0,0,7,7,1.6,14,-1,0,1,0
50,4,0,2,0,92,0,1,7,7,1.43,4,-1,0,1,0
20,4,2,2,0,0,0,0,7,7,1.57,1,-1,0,1,0
40,7,1,1,0,182,1,1,7,7,3.48,4,-1,0,1,0
50,0,1,1,0,1143,0,0,7,7,1.15,3,-1,0,1,0
40,1,1,1,0,4044,0,0,7,7,5.43,3,-1,0,1,0
20,1,2,1,0,77,0,1,7,7,8.28,1,-1,0,1,0
50,9,1,1,0,1327,0,0,7,7,0.35,2,-1,0,1,0
20,0,1,1,0,488,0,1,7,7,3.72,1,-1,0,1,0
50,9,1,1,0,0,0,0,7,7,3.93,1,-1,0,1,0
50,5,0,1,0,23,0,0,7,7,1.1,1,-1,0,1,0
50,5,1,0,0,808,0,0,7,7,4.57,1,-1,0,1,0
20,7,1,1,0,-236,1,1,7,7,7.65,1,-1,0,1,0
30,7,1,1,0,-274,0,0,7,7,3.62,1,-1,0,1,0
30,4,2,2,0,12,0,0,7,7,4.82,1,-1,0,1,0
40,0,2,1,0,-1,0,0,7,7,2.88,1,-1,0,1,0
50,1,1,0,0,505,0,1,7,7,2.17,1,-1,0,1,0
40,7,0,1,0,88,0,1,7,7,5.53,1,-1,0,1,0
30,1,2,0,0,777,0,0,7,7,4.38,1,-1,0,1,0
50,1,1,0,0,0,0,0,7,7,1.9,1,-1,0,1,0
30,1,2,0,0,366,1,1,7,7,2.77,1,-1,0,1,0
40,4,1,2,0,460,0,1,7,7,1.57,1,-1,0,1,0
60,1,0,0,0,3427,0,0,7,7,2.82,1,-1,0,1,0
20,3,2,0,0,332,0,0,7,7,6.42,1,-1,0,1,0
40,9,1,1,0,967,0,0,7,7,4.13,3,-1,0,1,0
50,4,1,0,0,21,0,0,7,7,1.97,1,-1,0,1,0
30,6,2,2,0,2559,0,0,7,7,14.82,1,-1,0,1,1
30,0,1,1,0,1604,0,1,7,7,10.42,1,-1,0,1,1
30,1,2,0,1,-2,0,1,7,7,3.32,1,-1,0,1,0
30,4,2,2,0,0,0,0,7,7,4,1,-1,0,1,0
50,1,1,1,0,505,1,0,7,7,3.32,4,-1,0,1,0
20,7,1,2,0,0,0,1,7,7,2.63,1,-1,0,1,0
30,7,2,1,0,2110,0,1,7,7,0.65,1,-1,0,1,0
20,1,1,0,0,0,1,0,7,7,4.27,15,-1,0,1,0
30,1,2,1,0,1,0,1,7,7,2.9,1,-1,0,1,0
20,1,1,0,0,57,0,1,7,7,7.68,1,-1,0,1,0
40,3,1,0,0,398,0,0,7,7,3.12,3,-1,0,1,0
30,7,2,1,0,-1139,1,0,7,7,3.35,1,-1,0,1,0
30,1,1,1,0,537,0,1,7,7,3.43,6,-1,0,1,0
40,9,1,1,0,351,0,1,7,7,2.32,1,-1,0,1,0
30,4,2,2,0,0,0,0,7,7,10.72,3,-1,0,1,0
40,4,2,1,0,-57,0,1,7,7,4.37,1,-1,0,1,0
30,0,1,1,0,2319,0,0,7,7,1.4,1,-1,0,1,0
20,9,2,2,0,437,0,1,7,7,2.02,1,-1,0,1,0
40,9,2,1,0,879,0,1,7,7,1,4,-1,0,1,0
30,9,2,1,0,232,0,0,7,7,2.17,1,-1,0,1,0
30,0,2,1,0,-117,0,1,7,7,1.77,1,-1,0,1,0
50,5,1,1,0,3003,1,0,7,7,2.48,3,-1,0,1,0
30,0,2,1,0,0,0,1,7,7,8,1,-1,0,1,0
40,1,1,0,0,-167,0,0,7,7,0.85,1,-1,0,1,0
20,9,2,1,0,909,0,1,7,7,8.87,1,-1,0,1,1
20,1,2,1,0,428,0,1,7,7,9.58,1,-1,0,1,0
20,4,1,2,0,54,1,1,7,7,1.2,1,-1,0,1,0
40,0,0,1,0,-176,0,1,7,7,9.57,1,-1,0,1,1
30,0,0,1,0,564,0,1,7,7,7.42,1,-1,0,1,0
20,7,1,1,0,221,0,1,7,7,9.23,1,-1,0,1,0
30,7,0,1,0,35,1,0,7,7,2.15,4,-1,0,1,0
40,0,1,1,0,8,0,1,7,7,0.77,1,-1,0,1,0
30,7,2,1,0,149,0,1,7,7,4.23,1,-1,0,1,0
30,9,2,1,0,475,0,0,7,7,3.77,1,-1,0,1,0
50,3,0,1,0,977,0,0,7,7,20,1,-1,0,1,0
20,1,2,0,0,161,0,1,7,7,4.92,1,-1,0,1,0
40,4,0,2,0,492,0,1,7,7,2.08,2,-1,0,1,0
30,0,1,1,0,0,0,0,7,7,1.3,11,-1,0,1,0
30,0,1,0,0,40,1,1,7,7,2.9,1,-1,0,1,0
30,1,1,1,0,205,1,1,7,7,5.15,1,-1,0,1,0
20,1,2,1,0,123,0,1,7,7,3.48,1,-1,0,1,0
40,4,1,1,0,0,0,1,7,7,10.5,3,-1,0,1,0
30,11,2,2,0,0,0,0,7,7,0.95,1,-1,0,1,0
50,1,1,1,0,2146,0,0,7,7,3.43,3,-1,0,1,0
30,1,1,0,0,63,0,1,7,7,4.05,2,-1,0,1,0
20,9,1,1,0,-428,0,0,7,7,7.52,1,-1,0,1,0
40,4,1,2,0,0,0,0,7,7,1.85,1,-1,0,1,0
50,9,0,2,1,-1014,0,1,7,7,2.57,1,-1,0,1,0
30,9,1,1,0,-228,1,0,7,7,2.7,4,-1,0,1,0
30,1,2,1,0,-42,0,0,7,7,1.43,2,-1,0,1,0
20,1,2,1,0,218,0,1,7,7,7.47,1,-1,0,1,0
50,1,1,0,0,282,0,1,7,7,4.35,12,-1,0,1,0
20,7,1,1,0,123,0,1,7,7,2.52,1,-1,0,1,0
40,1,1,0,0,14,0,1,7,7,2,1,-1,0,1,0
20,1,1,1,0,247,0,1,7,7,3.32,1,-1,0,1,0
30,3,0,1,0,216,0,0,7,7,1.62,3,-1,0,1,0
20,9,1,1,0,-28,0,0,7,7,8.85,1,-1,0,1,0
40,1,1,1,0,326,1,1,7,7,1.87,1,-1,0,1,0
30,0,2,1,0,119,0,0,7,7,1.33,1,-1,0,1,0
30,1,1,0,0,69,0,0,7,7,0.68,1,-1,0,1,0
20,1,1,0,0,707,0,0,7,7,3.5,1,-1,0,1,0
40,3,1,0,0,-227,0,1,7,7,2.55,1,-1,0,1,0
40,1,2,1,1,1085,1,1,7,7,9.98,1,-1,0,1,1
30,1,0,1,0,368,0,1,7,7,36.68,1,-1,0,1,0
30,2,1,0,1,25,0,1,7,7,3.93,1,-1,0,1,0
40,4,0,2,0,-132,1,1,7,7,8.87,2,-1,0,1,0
50,1,0,0,0,1265,0,1,7,7,14.15,1,-1,0,1,1
40,4,1,1,0,700,0,1,7,7,2.27,1,-1,0,1,0
50,1,2,1,0,82,0,1,7,7,8.33,1,-1,0,1,0
40,3,1,0,0,1529,0,0,7,7,1.02,6,-1,0,1,0
50,4,2,2,0,623,1,0,7,7,3.53,4,-1,0,1,0
30,9,1,1,0,-241,1,1,7,7,5.62,4,-1,0,1,0
20,9,0,2,0,278,1,1,7,7,24.45,1,-1,0,1,0
30,1,1,1,0,1834,1,0,7,7,1.95,3,-1,0,1,0
30,9,2,1,0,-398,0,1,7,7,6.45,2,-1,0,1,0
40,9,0,1,0,0,0,0,7,7,5.88,4,-1,0,1,0
20,7,1,1,0,-597,0,0,7,7,8.33,2,-1,0,1,0
30,1,2,1,0,16,0,0,7,7,6.45,1,-1,0,1,0
30,0,1,1,0,10,0,1,7,7,2.7,2,-1,0,1,0
50,0,2,1,0,-79,0,1,7,7,1.17,1,-1,0,1,0
20,4,2,2,0,338,0,1,7,7,8.92,1,-1,0,1,0
40,4,1,2,0,-50,0,1,7,7,2.92,1,-1,0,1,0
40,9,2,1,0,-239,1,1,7,7,16.22,3,-1,0,1,1
40,3,1,2,0,333,0,0,7,7,2.35,1,-1,0,1,0
50,7,1,1,0,867,1,0,7,7,7.03,3,-1,0,1,0
50,5,1,1,0,-37,0,1,7,7,5.9,1,-1,0,1,0
40,9,0,1,0,0,1,0,7,7,13.92,4,-1,0,1,0
50,4,1,2,0,1392,0,0,7,7,8.52,3,-1,0,1,0
20,1,1,0,0,-196,0,0,7,7,3.48,1,-1,0,1,0
40,0,2,1,0,0,1,1,7,7,2.77,1,-1,0,1,0
30,4,2,1,0,269,0,1,7,7,19.42,2,-1,0,1,0
20,1,2,1,0,913,1,0,7,7,1.88,4,-1,0,1,0
30,0,2,1,0,-267,0,1,7,7,1.63,1,-1,0,1,0
40,7,1,1,0,193,1,1,7,7,3.17,1,-1,0,1,0
30,7,2,1,0,78,1,1,7,7,1.73,1,-1,0,1,0
30,10,1,1,0,85,1,1,7,7,1.47,1,-1,0,1,0
20,7,2,1,0,111,0,1,7,7,5.27,1,-1,0,1,0
40,1,1,1,0,226,0,0,7,7,3.52,2,-1,0,1,0
40,1,1,0,1,-354,0,1,7,7,7.58,1,-1,0,1,0
30,0,2,1,0,212,0,0,7,7,13.83,5,-1,0,1,1
50,1,1,0,0,9444,0,0,7,7,4.52,3,-1,0,1,0
30,4,2,2,0,14,0,0,7,7,2.78,2,-1,0,1,0
60,5,0,2,0,468,0,0,7,7,1.8,2,-1,0,1,0
30,1,2,0,1,-15,0,1,7,7,5.43,2,-1,0,1,0
40,4,1,2,0,1530,0,0,7,7,1.52,3,-1,0,1,0
40,0,1,1,0,1133,1,0,7,7,6.25,3,-1,0,1,0
30,7,2,1,0,329,1,1,7,7,3.78,4,-1,0,1,0
40,9,1,1,0,473,1,0,7,7,3.6,5,-1,0,1,0
20,9,2,2,0,226,0,0,7,7,6.1,2,-1,0,1,0
20,0,1,1,0,383,1,1,7,7,3.97,2,-1,0,1,0
30,0,0,1,0,1,0,1,7,7,4.68,1,-1,0,1,0
30,7,1,1,0,27,0,1,7,7,4.83,1,-1,0,1,0
30,9,2,1,0,49,1,0,7,7,3.9,1,-1,0,1,0
50,10,1,2,0,1023,0,0,7,7,1.78,6,-1,0,1,0
20,0,2,1,0,1507,0,0,7,7,1.53,1,-1,0,1,0
40,1,1,0,0,3969,0,0,7,7,0.77,5,-1,0,1,0
20,7,2,1,0,198,0,0,7,7,2.65,1,-1,0,1,0
50,3,1,1,0,0,0,1,7,7,1.62,1,-1,0,1,0
40,1,1,0,0,55,0,0,7,7,1.87,3,-1,0,1,0
50,2,1,0,0,124,1,0,7,7,4.88,7,-1,0,1,0
40,1,2,1,0,419,0,0,7,7,1.47,3,-1,0,1,0
30,1,2,1,0,-72,1,0,7,7,4.55,5,-1,0,1,0
50,9,1,1,0,0,0,0,7,7,2.53,2,-1,0,1,0
50,1,1,0,0,3372,0,0,7,7,1.45,1,-1,0,1,0
50,9,0,1,0,-354,1,1,7,7,1.63,1,-1,0,1,0
30,4,1,2,0,-513,0,1,7,7,2.07,1,-1,0,1,0
50,1,0,1,0,916,0,0,7,7,4.07,4,-1,0,1,0
20,7,2,1,0,402,0,1,7,7,4.4,1,-1,0,1,0
30,1,2,1,0,22,0,0,7,7,4.67,1,-1,0,1,0
30,1,1,0,0,433,0,0,7,7,1.93,3,-1,0,1,0
30,4,2,1,0,1326,0,1,7,7,2.73,2,-1,0,1,0
30,0,1,1,0,147,1,0,7,7,0.42,30,-1,0,1,0
30,4,1,2,0,76,1,0,7,7,3.27,3,-1,0,1,0
30,4,2,2,0,1598,1,0,7,7,0.6,33,-1,0,1,0
50,1,0,1,0,497,0,1,7,7,4.62,2,-1,0,1,0
20,0,2,1,0,145,0,1,7,7,1.58,3,-1,0,1,0
20,1,1,0,0,0,0,0,7,7,1.93,1,-1,0,1,0
30,0,2,2,0,383,0,1,7,7,5.08,1,-1,0,1,0
30,4,1,2,0,1361,0,1,7,7,0.25,11,-1,0,1,0
20,10,2,1,1,-1270,0,1,7,7,3.95,2,-1,0,1,0
20,1,1,1,0,-305,1,1,7,7,4.38,1,-1,0,1,0
30,9,1,1,0,2284,1,1,7,7,3.5,2,-1,0,1,0
30,7,1,1,0,0,0,0,7,7,5.55,5,-1,0,1,0
40,1,1,1,1,-594,1,1,7,7,1.67,4,-1,0,1,0
50,9,1,1,0,1717,0,0,7,7,6.93,8,-1,0,1,0
50,6,0,2,0,387,0,0,7,7,3.68,8,-1,0,1,0
40,4,1,2,0,96,0,0,7,7,0.85,2,-1,0,1,0
40,2,1,0,0,5038,0,0,7,7,3.32,7,-1,0,1,0
20,9,2,1,0,1581,0,1,7,7,9.6,2,-1,0,1,0
30,7,2,1,0,8,0,0,7,7,5.67,3,-1,0,1,0
40,3,1,1,0,1152,0,0,7,7,4.33,13,-1,0,1,0
30,9,1,2,0,101,1,1,7,7,3.12,3,-1,0,1,0
20,1,2,1,0,218,0,0,7,7,4.25,2,-1,0,1,0
50,1,1,0,0,720,0,0,7,7,2.67,5,-1,0,1,0
40,0,0,2,0,0,1,0,7,7,1.6,3,-1,0,1,0
40,4,1,1,0,-213,0,1,7,7,9.05,2,-1,0,1,0
40,7,1,1,0,300,1,0,7,7,3.03,3,-1,0,1,0
40,0,1,1,0,-396,1,0,7,7,1.73,4,-1,0,1,0
50,1,0,0,0,55,0,0,7,7,0.22,20,-1,0,1,0
40,6,2,1,0,766,1,0,7,7,2.5,4,-1,0,1,0
30,9,2,1,0,9,0,0,7,7,2.78,2,-1,0,1,0
50,2,0,2,0,223,0,0,7,7,4.4,5,-1,0,1,0
30,2,1,1,0,0,0,1,7,7,3.73,4,-1,0,1,0
50,1,1,0,0,853,0,0,7,7,5.28,3,-1,0,1,0
30,1,2,2,0,1346,0,0,7,7,1.23,7,-1,0,1,0
30,4,1,2,0,122,0,0,7,7,2.98,4,-1,0,1,0
30,0,2,1,0,52,0,1,7,7,7.03,1,-1,0,1,0
20,1,2,0,0,1659,0,1,7,7,7.45,3,-1,0,1,0
30,4,1,2,0,126,0,1,7,7,6.18,2,-1,0,1,0
50,1,1,1,0,143,1,0,7,7,2.03,5,-1,0,1,0
30,1,2,1,0,1688,1,0,7,7,0.68,4,-1,0,1,0
60,4,1,2,1,-108,0,1,7,7,1.32,2,-1,0,1,0
20,1,1,1,0,102,0,1,7,7,2.65,2,-1,0,1,0
50,6,1,1,0,203,1,0,7,7,3.97,8,-1,0,1,0
40,6,1,1,0,252,0,0,7,7,4.35,5,-1,0,1,0
40,4,0,1,0,-626,1,0,7,7,2.33,4,-1,0,1,0
20,1,2,1,0,6,0,1,7,7,6,3,-1,0,1,0
30,9,1,1,0,0,1,1,7,7,8.33,5,-1,0,1,0
30,1,1,0,0,76,0,1,7,7,2.43,4,-1,0,1,0
40,1,1,0,0,14,0,0,7,7,6.78,1,-1,0,1,0
20,4,2,2,0,1117,1,0,7,7,6.93,4,-1,0,1,0
50,1,1,0,0,1086,0,0,7,7,1.87,5,-1,0,1,0
40,1,1,0,1,-23,0,1,7,7,12.6,3,-1,0,1,0
40,2,1,1,0,128,1,0,7,7,2.03,2,-1,0,1,0
30,3,1,0,0,-367,1,1,7,7,5.87,2,-1,0,1,0
20,6,1,1,0,-228,1,1,7,7,2.73,3,-1,0,1,0
40,1,1,0,0,8,0,0,7,7,4.08,5,-1,0,1,0
20,1,1,1,0,619,0,0,7,7,5.45,2,-1,0,1,0
40,7,1,1,0,24,0,1,7,7,1.58,2,-1,0,1,0
40,2,2,2,0,42,0,0,7,7,4.75,1,-1,0,1,0
50,9,1,2,0,-40,0,1,7,7,1.47,1,-1,0,1,0
50,5,2,1,0,282,0,1,7,7,1.3,1,-1,0,1,0
20,1,1,1,0,267,0,0,7,7,7.03,2,-1,0,1,0
30,1,2,1,0,726,0,0,7,7,11.98,2,-1,0,1,1
40,9,1,0,0,50,0,0,7,7,2.78,3,-1,0,1,0
40,11,1,1,0,1926,0,0,7,7,1.48,13,-1,0,1,0
20,7,1,1,0,379,0,1,7,7,4.48,2,-1,0,1,0
40,2,1,1,0,4688,0,0,7,7,1.87,10,-1,0,1,0
30,4,1,2,0,256,1,0,7,7,0.47,24,-1,0,1,0
30,9,1,1,0,-805,0,0,7,7,3.47,2,-1,0,1,0
30,1,2,1,0,-2,0,1,7,7,3.68,2,-1,0,1,0
30,7,2,1,0,473,1,0,7,7,10.4,5,-1,0,1,0
40,3,1,0,0,175,0,0,7,7,4.2,1,-1,0,1,0
30,0,2,1,0,-407,0,1,7,7,3.83,1,-1,0,1,0
30,7,2,1,0,148,0,1,7,7,8.03,3,-1,0,1,0
40,1,2,0,0,-24,0,0,7,7,9.4,1,-1,0,1,0
20,8,2,1,0,305,0,0,7,7,10.42,1,-1,0,1,0
30,2,0,2,0,2,0,1,7,7,0.88,1,-1,0,1,0
30,1,1,1,0,-308,1,0,7,7,4.65,11,-1,0,1,0
20,11,2,1,0,3,0,0,7,7,2.27,1,-1,0,1,0
20,9,2,1,0,-55,1,1,7,7,4.03,1,-1,0,1,0
20,1,1,0,0,52,0,1,7,7,3.08,1,-1,0,1,0
60,4,1,2,0,1573,0,0,7,7,1.32,15,-1,0,1,0
40,1,1,0,0,4140,0,0,7,7,3.42,4,-1,0,1,0
20,1,2,1,0,495,0,0,7,7,2.18,3,-1,0,1,0
40,4,1,2,0,74,1,0,7,7,0.25,11,-1,0,1,0
50,9,1,2,0,92,0,1,7,7,3.2,1,-1,0,1,0
50,1,0,0,0,5,0,0,7,7,1.97,1,-1,0,1,0
30,0,1,2,0,568,0,0,7,7,3.65,1,-1,0,1,0
40,4,1,1,0,4314,0,0,7,7,3.57,1,-1,0,1,0
30,0,2,1,0,312,0,0,8,7,3.13,1,-1,0,1,0
40,9,2,2,0,24,0,0,8,7,4.37,1,-1,0,1,0
20,0,1,1,0,54,0,1,8,7,3.77,1,-1,0,1,0
30,2,1,2,0,412,1,1,8,7,2.73,1,-1,0,1,0
30,4,1,2,0,-139,0,0,8,7,4.83,1,-1,0,1,0
20,2,1,1,0,-306,0,1,8,7,5.7,1,-1,0,1,0
20,0,2,1,0,210,0,1,8,7,2.33,1,-1,0,1,0
20,0,2,1,0,551,0,1,8,7,2.68,1,-1,0,1,0
30,9,0,2,0,31,0,1,8,7,4.32,1,-1,0,1,0
40,7,1,1,0,0,0,1,8,7,0.78,7,-1,0,1,0
50,5,1,1,0,184,0,0,8,7,2.72,1,-1,0,1,0
40,10,1,1,0,562,0,0,8,7,8.18,1,-1,0,1,0
30,4,1,2,0,2102,1,0,8,7,3.67,1,-1,0,1,0
40,4,0,2,0,193,0,1,8,7,1.73,2,-1,0,1,0
20,1,2,1,0,5,0,0,8,7,0.9,3,-1,0,1,0
50,4,1,1,0,66,0,1,8,7,2.35,1,-1,0,1,0
40,1,1,0,0,-169,1,1,8,7,1.82,1,-1,0,1,0
30,2,1,0,0,2643,0,1,8,7,4.32,1,-1,0,1,0
50,1,0,0,0,12,0,0,8,7,3.77,1,-1,0,1,0
60,4,1,0,0,75,0,1,8,7,3.05,1,-1,0,1,0
30,9,1,1,0,-257,0,0,8,7,0.4,26,-1,0,1,0
20,1,2,0,0,170,1,0,8,7,3.6,1,-1,0,1,0
60,9,0,0,0,-85,0,1,8,7,0.97,2,-1,0,1,0
50,4,1,2,0,979,0,1,8,7,2.05,1,-1,0,1,0
20,4,2,2,0,136,0,1,8,7,2.43,1,-1,0,1,0
30,9,1,2,0,-258,0,0,8,7,6.03,1,-1,0,1,0
30,4,2,2,0,99,0,0,8,7,2.65,1,-1,0,1,0
50,5,1,0,0,150,0,0,8,7,2.07,1,-1,0,1,0
20,1,2,1,0,476,0,0,8,7,5.1,1,-1,0,1,0
20,6,2,2,0,226,0,1,8,7,3.18,1,-1,0,1,0
20,0,2,1,0,-378,0,1,8,7,2.75,1,-1,0,1,0
30,4,2,2,0,296,0,1,8,7,8.48,4,-1,0,1,1
30,0,2,1,0,1661,0,1,8,7,7.18,1,-1,0,1,0
20,4,2,2,0,122,0,1,8,7,2.67,1,-1,0,1,0
20,7,1,0,0,-90,0,1,8,7,2.92,1,-1,0,1,0
40,1,2,0,0,1322,1,1,8,7,2.97,1,-1,0,1,0
40,4,0,1,0,-272,0,0,8,7,3.1,1,-1,0,1,0
30,9,0,1,0,-133,1,0,8,7,6.58,1,-1,0,1,0
30,9,1,1,0,2,1,1,8,7,2.38,1,-1,0,1,0
30,6,1,2,0,0,0,0,8,7,3.35,1,-1,0,1,0
30,2,1,1,0,-627,1,1,8,7,12.33,1,-1,0,1,1
50,2,1,2,1,-468,0,0,8,7,8.9,1,-1,0,1,1
30,1,0,1,0,0,0,1,8,7,5.33,1,-1,0,1,0
20,4,2,2,0,1098,1,1,8,7,7.08,1,-1,0,1,0
30,6,1,2,0,191,0,0,8,7,0.98,1,-1,0,1,0
40,1,1,1,1,-605,1,0,8,7,3.47,5,-1,0,1,0
20,0,2,1,0,-400,0,1,8,7,4.83,1,-1,0,1,0
30,0,1,1,0,68,0,1,8,7,1.42,4,-1,0,1,0
50,0,1,1,0,38,0,1,8,7,0.52,3,-1,0,1,0
20,9,2,2,0,291,0,1,8,7,6.55,1,-1,0,1,0
30,4,1,2,1,2,0,0,8,7,1.37,1,-1,0,1,0
50,5,0,2,0,264,1,1,8,7,8.72,3,-1,0,1,0
50,5,1,2,0,1029,0,1,8,7,3.38,1,-1,0,1,0
50,5,1,2,0,87,0,0,8,7,2.27,2,-1,0,1,0
50,1,1,1,0,1457,1,0,8,7,2.4,4,-1,0,1,0
20,1,2,1,1,-220,0,0,8,7,2.53,1,-1,0,1,0
30,3,1,1,0,-97,1,1,8,7,1.98,2,-1,0,1,0
20,9,2,1,1,0,0,1,8,7,12.2,1,-1,0,1,1
20,7,2,1,0,1274,0,0,8,7,2.27,1,-1,0,1,0
30,4,1,2,0,128,0,0,8,7,12.22,1,-1,0,1,0
40,4,2,2,0,3,0,0,8,7,1.42,1,-1,0,1,0
30,1,1,0,0,642,0,1,8,7,8.73,1,-1,0,1,0
50,1,1,0,0,137,0,0,8,7,6.28,1,-1,0,1,0
20,10,1,1,0,455,0,0,8,7,4.77,1,-1,0,1,0
20,0,2,1,0,-35,0,1,8,7,5.07,1,-1,0,1,0
30,7,2,1,0,230,0,1,8,7,1.77,1,-1,0,1,0
50,4,1,1,0,51,0,0,8,7,1.7,1,-1,0,1,0
30,2,1,1,1,-54,0,1,8,7,0.7,1,-1,0,1,0
20,3,1,0,0,7,0,1,8,7,4,1,-1,0,1,0
20,7,2,1,0,2,0,0,8,7,4.8,1,-1,0,1,0
50,2,1,2,0,22,0,1,8,7,3.58,1,-1,0,1,0
30,1,2,1,0,-197,0,1,8,7,1.65,1,-1,0,1,0
20,0,2,1,0,0,0,1,8,7,3.97,3,-1,0,1,0
20,0,2,1,0,144,0,1,8,7,2.27,1,-1,0,1,0
30,1,1,0,0,-480,1,1,8,7,3.75,1,-1,0,1,0
20,4,2,2,0,350,0,0,8,7,6.12,1,-1,0,1,0
50,1,1,0,0,175,0,1,8,7,3.13,1,-1,0,1,0
20,6,2,1,0,551,0,0,8,7,8.85,1,-1,0,1,1
30,0,2,2,0,621,0,0,8,7,3.62,1,-1,0,1,0
50,5,1,2,0,197,0,1,8,7,4.27,1,-1,0,1,0
20,9,2,1,0,0,0,1,8,7,10.57,1,-1,0,1,1
30,0,1,1,0,-14,0,1,8,7,2.07,1,-1,0,1,0
20,7,2,1,0,87,0,0,8,7,4.33,1,-1,0,1,0
20,1,1,1,0,101,0,1,8,7,7.67,3,-1,0,1,1
40,1,1,0,0,1556,0,1,8,7,1.88,1,-1,0,1,0
40,7,1,0,0,-45,0,1,8,7,2.77,1,-1,0,1,0
30,9,1,1,0,139,0,1,8,7,17.43,2,-1,0,1,0
20,7,2,1,0,-90,0,1,8,7,4,1,-1,0,1,0
50,5,0,0,0,830,0,1,8,7,1.93,1,-1,0,1,0
40,4,2,1,0,1106,0,1,8,7,4.42,1,-1,0,1,0
50,7,0,1,0,136,0,1,8,7,2.93,1,-1,0,1,0
30,0,2,2,0,-199,0,1,8,7,2.17,1,-1,0,1,0
50,9,0,0,0,-834,1,1,8,7,2.17,1,-1,0,1,0
40,10,1,1,0,-283,0,1,8,7,1.6,2,-1,0,1,0
20,9,2,1,0,218,0,1,8,7,4.53,1,-1,0,1,0
20,4,2,1,0,1923,0,1,8,7,1.18,1,-1,0,1,0
40,0,2,1,0,26,0,0,8,7,7.13,1,-1,0,1,0
40,7,2,1,0,-688,0,1,8,7,1.77,1,-1,0,1,0
20,1,1,0,0,50,0,0,8,7,3.08,2,-1,0,1,0
50,9,1,1,0,564,0,1,8,7,3.12,2,-1,0,1,0
20,4,2,2,0,33,0,1,8,7,4.22,1,-1,0,1,0
30,7,1,1,0,87,0,0,8,7,1.9,1,-1,0,1,0
20,6,2,2,0,-44,0,1,8,7,3.35,1,-1,0,1,0
20,4,1,2,0,0,0,1,8,7,9.57,2,-1,0,1,0
30,9,1,1,0,130,0,0,8,7,3.37,2,-1,0,1,0
20,4,2,2,1,0,0,1,8,7,0.77,1,-1,0,1,0
20,3,1,1,0,1294,1,0,8,7,6.68,2,-1,0,1,0
30,0,1,1,0,338,0,1,8,7,3.18,1,-1,0,1,0
60,5,1,0,0,280,0,0,8,7,4.85,1,-1,0,1,0
20,7,2,1,1,74,0,0,8,7,6.03,1,-1,0,1,0
40,10,0,1,0,2699,0,0,8,7,1.53,2,-1,0,1,0
50,4,1,2,0,3604,0,1,8,7,4.78,1,-1,0,1,0
30,1,1,1,0,1177,0,1,8,7,3.67,2,-1,0,1,0
20,9,2,1,0,102,0,1,8,7,9.57,2,-1,0,1,1
40,0,1,1,0,-150,0,1,8,7,4.15,3,-1,0,1,0
20,1,1,1,0,2322,0,0,8,7,1.37,4,-1,0,1,0
30,0,2,1,0,1248,0,0,8,7,5.98,1,-1,0,1,0
50,4,1,2,0,3,0,1,8,7,7.38,1,-1,0,1,0
40,4,1,2,0,478,0,1,8,7,2.75,1,-1,0,1,0
